title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,combo,category
Blue Velvet Sharwani Jutti Jutis For Men  (Blue),2.6,Men,Flipkart,699,8.0,1.0,2.0,1.0,1.0,0,4.0,0,False,juti
"Top Rated,Training Shoes,Walking Shoes,Gym Shoes ,Sports Shoes, Running Shoes For Men,Cricket Shoes,Hocket Shoes,Vollyboll Shoes,Hiking Shoes,Casual Shoes,Football Shoes, Badminton Shoes,Basketball Shoes,Gym Shoes, Trekking Shoes,Juta, Tennis Shoe, Light Weight Comfortable Shoes For Men'S/Boy'S Casuals For Men  (Red)",3.7,Men,Flipkart,499,20340.0,2276.0,9797.0,3043.0,2598.0,1521,3381.0,1,False,shoe
Men White Sandal,3.9,Men,Flipkart,856,15026.0,1924.0,6372.0,337.0,1550.0,1218,304.0,1,False,sandal
Synthetic Leather Casual Partywear Boots Shoes For Men Outdoors For Men  (Tan),4.0,Men,Flipkart,999,5441.0,677.0,3174.0,764.0,535.0,304,664.0,1,False,boot
AND CLAPTRAP ADDA HF-06 BLACKSTAR CASUAL WOMEN Flip Flops,3.9,Women,Flipkart,699,379.0,55.0,184.0,75.0,60.0,19,41.0,0,False,casual
Men Grey Sandal,4.0,Men,Flipkart,1999,2677.0,355.0,1261.0,753.0,293.0,127,243.0,1,False,sandal
"Women Grey, Green Sports Sandal",3.9,Women,Flipkart,799,259.0,39.0,116.0,69.0,36.0,14,24.0,0,False,sandal
"Velocity IDP Walking Shoes For Men  (Black, Orange)",4.0,Men,Flipkart,2999,1527.0,215.0,801.0,336.0,162.0,73,155.0,0,False,shoe
Bellies For Women  (Multicolor),3.7,Women,Flipkart,499,1999.0,244.0,866.0,403.0,296.0,170,264.0,0,False,bellie
"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.8,Women,Flipkart,999,37.0,1.0,19.0,6.0,4.0,3,5.0,0,False,bellie
Men Black Sandal,4.2,Men,Flipkart,2999,389.0,41.0,213.0,99.0,42.0,9,26.0,1,False,sandal
R78 Wn s Metallic Sneakers For Women  (White),4.5,Women,Flipkart,4799,34.0,2.0,24.0,4.0,7.0,4,1.0,1,False,sneaker
Women Golden Laser Cut Shoes Sneakers For Women  (Pink),4.3,Women,Flipkart,999,8.0,1.0,6.0,0.0,1.0,0,1.0,1,False,sneaker
Boots For Men  (Olive),4.0,Men,Flipkart,1199,62.0,12.0,33.0,13.0,5.0,5,6.0,0,False,boot
Women Brown Heels Sandal,4.2,Women,Flipkart,699,206.0,31.0,106.0,59.0,22.0,7,12.0,1,False,sandal
Sneakers For Men  (Red),4.1,Men,Flipkart,499,5351.0,454.0,3330.0,638.0,472.0,274,637.0,0,False,sneaker
JK PORT Ladies New casuals Boots For Women  (Black),3.9,Women,Flipkart,999,29.0,5.0,14.0,6.0,5.0,1,3.0,0,False,boot
Juti For Men Jutis For Men  (Silver),3.9,Men,Flipkart,999,95.0,9.0,55.0,10.0,12.0,5,13.0,0,False,juti
Jutis For Women  (Multicolor),4.7,Women,Flipkart,500,7.0,1.0,5.0,2.0,0.0,0,0.0,0,False,juti
Combo Pack of 2 Latest Collection Stylish Sports Running Shoes For Men Running Shoes For Men  (Multicolor),3.5,Men,Flipkart,998,81.0,13.0,40.0,8.0,5.0,8,20.0,1,True,shoe
Men Black Sandal,3.6,Men,Flipkart,999,555.0,86.0,226.0,104.0,81.0,60,84.0,1,False,sandal
Men Black Sandal,3.6,Men,Flipkart,1999,324.0,35.0,154.0,48.0,36.0,23,63.0,0,False,sandal
Boots For Women  (Grey),4.1,Women,Flipkart,1382,36.0,9.0,21.0,9.0,5.0,3,2.0,0,False,boot
Jutis For Men  (White),3.9,Men,Flipkart,999,25.0,0.0,18.0,9.0,5.0,2,2.0,0,False,juti
Synthetic Leather Black Formal Office Shoes Slip On For Men  (Black),4.2,Men,Flipkart,999,511.0,75.0,290.0,103.0,63.0,24,31.0,1,False,shoe
Women Tan Flats Sandal,4.2,Men,Flipkart,999,0.0,0.0,150.0,76.0,21.0,9,12.0,0,False,sandal
Flip Flops,4.1,Women,Flipkart,998,1119.0,173.0,607.0,247.0,124.0,53,88.0,1,False,flip
Flip Flops,3.9,Men,Flipkart,1497,104.0,13.0,59.0,12.0,11.0,7,15.0,1,False,flip
Slip On Sneakers For Men  (Blue),3.8,Men,Flipkart,499,741.0,81.0,382.0,105.0,85.0,67,102.0,0,False,sneaker
Slip On For Men  (Black),3.6,Men,Flipkart,7254,7.0,1.0,4.0,5.0,2.0,1,4.0,1,False,other
Women Red Heels Sandal,4.0,Women,Flipkart,657,7128.0,1203.0,3331.0,545.0,724.0,264,1147.0,0,False,sandal
Perfect Stylish Girls Sports Shoes Walking Shoes For Women  (Pink),4.0,Women,Flipkart,599,150.0,27.0,70.0,36.0,30.0,8,6.0,1,False,shoe
Girls Stylish Cut Work Design Sneakers For Women  (White),4.0,Women,Flipkart,499,1580.0,216.0,785.0,340.0,226.0,92,130.0,1,False,sneaker
Cassiey  Comfortable and Latest Casuals Shoes|Sports Shoes Athletic |Walking Shoes for Girls Walking Shoes For Women  (Beige),4.1,Women,Flipkart,999,592.0,90.0,328.0,121.0,60.0,24,59.0,1,False,shoe
BELGIUM Running Shoes For Men  (White),4.2,Men,Flipkart,1499,3384.0,525.0,1966.0,766.0,292.0,112,248.0,1,False,shoe
"Colorfull patent loafer Party Wear For Men  (Blue, Black)",4.2,Men,Flipkart,999,1768.0,271.0,1107.0,299.0,177.0,63,122.0,0,False,other
1010 Jutis For Men  (Brown),3.7,Men,Flipkart,999,19.0,2.0,5.0,7.0,4.0,2,1.0,1,False,juti
Lace Up Shoes For Men  (Black),4.3,Men,Flipkart,3999,108.0,17.0,66.0,23.0,9.0,3,7.0,1,False,shoe
Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Jutis For Women  (Multicolor),3.7,Women,Flipkart,499,11.0,0.0,6.0,1.0,1.0,0,2.0,0,False,shoe
Loafers For Men  (Blue),4.0,Men,Flipkart,999,3853.0,459.0,2087.0,700.0,449.0,223,394.0,0,False,other
Mojaris For Men  (Black),3.1,Men,Flipkart,999,8.0,0.0,2.0,2.0,1.0,1,2.0,0,False,mojaris
Men Brown Sandal,3.8,Men,Flipkart,2299,40.0,2.0,20.0,6.0,4.0,7,3.0,1,False,sandal
Sneakers For Women  (Grey),4.2,Women,Flipkart,999,395.0,70.0,238.0,76.0,38.0,11,32.0,0,False,sneaker
Adelina Walking Shoes For Women  (Brown),4.6,Women,Flipkart,3799,32.0,5.0,26.0,3.0,1.0,0,2.0,1,False,shoe
"Future-04,RIYA-04 Running Shoes,Walking Shoes,Casual Shoes,Sports shoes For Women  (Black)",4.1,Women,Flipkart,539,8942.0,1335.0,4620.0,2373.0,1064.0,340,545.0,1,False,shoe
POPULAR Designer Leatherette Premium Black Party Wear Slip-On Formal Shoes Slip On For Men  (Black),4.0,Men,Flipkart,999,89.0,16.0,50.0,13.0,12.0,3,11.0,0,False,shoe
Slip On Sneakers For Women  (Blue),4.5,Women,Flipkart,830,183.0,31.0,147.0,27.0,7.0,6,7.0,1,False,sneaker
489 Outdoors Mesh Lace-Ups Smart Casuals Shoes for Men Outdoors For Men  (Black),3.7,Men,Flipkart,999,3389.0,317.0,1752.0,409.0,385.0,289,554.0,1,False,shoe
Women Pink Heels Sandal,3.8,Women,Flipkart,1299,192.0,42.0,93.0,37.0,17.0,9,34.0,0,False,sandal
Women Black Wedges Sandal,3.9,Women,Flipkart,1249,56.0,8.0,29.0,9.0,6.0,6,6.0,0,False,sandal
Men Grey Flats Sandal,4.3,Men,Flipkart,2999,84.0,8.0,49.0,19.0,9.0,3,4.0,1,False,sandal
Slippers,4.4,Women,Flipkart,1099,9.0,2.0,4.0,5.0,0.0,0,0.0,0,False,slipper
Blink Duo IDP Slippers,4.3,Men,Flipkart,1299,14065.0,1605.0,8487.0,3270.0,1117.0,387,804.0,1,False,slipper
Boots For Women  (Black),4.5,Women,Flipkart,999,53.0,8.0,36.0,10.0,5.0,0,2.0,0,False,boot
"HANS RUNNER Running Shoes For Women  (Grey, Orange)",4.3,Men,Flipkart,3999,0.0,7.0,25.0,6.0,4.0,2,0.0,1,False,shoe
Sneakers For Men  (Multicolor),3.9,Men,Flipkart,999,941.0,150.0,506.0,148.0,112.0,51,124.0,1,False,sneaker
Men's Golden Wedding & Sherwani Mojaris Jutis For Men  (Gold),4.4,Men,Flipkart,1299,5.0,2.0,3.0,1.0,1.0,0,0.0,0,False,juti
Women Blue Heels Sandal,4.2,Women,Flipkart,899,95.0,12.0,49.0,27.0,11.0,3,5.0,1,False,sandal
Running Shoes For Women  (Grey),4.3,Women,Flipkart,4799,19.0,5.0,12.0,3.0,2.0,1,1.0,1,False,shoe
"ASIAN Captain-12 Latest Casual Sneakers,Lace up Lightweight Shoes for Running Walking, Gym,Sports,Hiking & Party",3.7,Men,Amazon,674,80.0,50.0,10.0,11.0,12.0,33,33.0,1,False,sneaker
Women Beige Flats Sandal,3.8,Women,Flipkart,499,157.0,18.0,66.0,40.0,18.0,12,17.0,1,False,sandal
Latest morpankh Design Rajasthani Belly Juti for Women and Girls Bellies For Women  (Black),4.0,Women,Flipkart,799,188.0,27.0,102.0,31.0,20.0,15,20.0,0,False,juti
Flip Flops,4.1,Women,Flipkart,599,42.0,9.0,19.0,13.0,5.0,3,1.0,1,False,flip
Women Beige Flats Sandal,4.0,Women,Flipkart,999,177.0,22.0,90.0,36.0,26.0,7,18.0,1,False,sandal
"Sneakers For Women  (White, Black)",4.4,Women,Flipkart,999,16.0,4.0,10.0,2.0,2.0,1,0.0,1,False,sneaker
Slippers,3.9,Women,Flipkart,499,18.0,3.0,10.0,3.0,1.0,1,3.0,0,False,slipper
RUNNER3.0 Running Shoes For Women  (Black),4.3,Women,Flipkart,5100,234.0,37.0,133.0,69.0,20.0,3,9.0,1,False,shoe
"Women's/Girls Trendy Fashionable Lightweight Comfortable shoe Sneakers For Women  (White, Pink)",4.1,Women,Flipkart,999,1509.0,219.0,809.0,363.0,185.0,56,96.0,1,False,sneaker
Women Blue Flats Sandal,3.9,Women,Flipkart,2495,14.0,2.0,7.0,3.0,2.0,0,2.0,1,False,sandal
Women Pink Flats Sandal,3.6,Women,Flipkart,1499,23.0,1.0,10.0,3.0,5.0,1,4.0,1,False,sandal
"Colorfull patent loafer Party Wear For Men  (Black, Red)",4.2,Men,Flipkart,999,1768.0,271.0,1107.0,299.0,177.0,63,122.0,0,False,other
Combo Pack of 2 Casual Loafer Sneakers Shoes Slip On Sneakers For Men  (Multicolor),4.0,Men,Flipkart,998,1277.0,189.0,674.0,227.0,168.0,74,134.0,1,True,sneaker
Mojaris For Men  (Black),3.7,Men,Flipkart,799,46.0,6.0,22.0,9.0,4.0,3,8.0,0,False,mojaris
Jutis For Women  (Black),4.0,Women,Flipkart,499,2598.0,294.0,1468.0,418.0,256.0,181,275.0,0,False,juti
Women Black Wedges Sandal,4.2,Women,Flipkart,363,3047.0,480.0,1503.0,32.0,264.0,99,243.0,1,False,sandal
SL 154 Walking Shoes For Women  (Black),4.3,Women,Flipkart,999,1967.0,238.0,1099.0,543.0,177.0,47,101.0,1,False,shoe
Women Beige Heels Sandal,3.8,Women,Flipkart,533,717.0,110.0,337.0,147.0,88.0,50,92.0,0,False,sandal
Fashionable Women's Shoe (Bellies) Wedges For Women  (Pink),2.3,Women,Flipkart,998,3.0,0.0,0.0,0.0,2.0,0,1.0,0,False,shoe
Training & Gym Shoes For Women  (Black),4.1,Women,Flipkart,2499,37.0,8.0,20.0,7.0,6.0,2,2.0,1,False,shoe
Casuals For Women  (Black),3.9,Women,Flipkart,599,812.0,108.0,447.0,117.0,101.0,52,95.0,1,False,casual
Designer Loafers For Men  (Blue),4.0,Men,Flipkart,499,24276.0,2274.0,13999.0,3100.0,2588.0,1543,3046.0,1,False,other
Blue Clogs For Men  (Blue),4.0,Men,Flipkart,499,984.0,121.0,545.0,153.0,109.0,56,121.0,0,False,other
Women Blue Heels Sandal,4.0,Women,Flipkart,999,6.0,0.0,2.0,2.0,2.0,0,0.0,0,False,sandal
"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (White)",4.3,Women,Flipkart,999,561.0,87.0,356.0,103.0,46.0,22,34.0,0,False,boot
Slippers,4.2,Men,Flipkart,329,4041.0,490.0,2157.0,1017.0,449.0,163,255.0,1,False,slipper
Women Maroon Wedges Sandal,3.9,Women,Flipkart,899,669.0,138.0,321.0,148.0,98.0,46,56.0,0,False,sandal
Running Shoes For Men  (Black),3.8,Men,Flipkart,999,2175.0,223.0,1100.0,297.0,284.0,169,325.0,1,False,shoe
Women Pink Sports Sandal,4.4,Women,Flipkart,1299,10.0,2.0,6.0,3.0,0.0,1,0.0,1,False,sandal
"Jutis For Women  (Gold, Blue)",3.9,Women,Flipkart,499,452.0,56.0,239.0,64.0,60.0,36,52.0,0,False,juti
"Women Navy, Blue Sports Sandal",3.2,Women,Flipkart,799,172.0,17.0,50.0,40.0,27.0,11,44.0,1,False,sandal
"Socks Shoes Casuals For Men  (Blue, Black)",4.1,Men,Flipkart,999,13682.0,1805.0,7062.0,3224.0,1689.0,617,1090.0,1,False,shoe
NU 2 Wn s Running Shoe For Women  (Purple),4.1,Women,Flipkart,2999,1106.0,104.0,583.0,299.0,99.0,51,74.0,1,False,shoe
Slip On For Men  (Black),2.0,Men,Flipkart,6599,3.0,0.0,0.0,1.0,0.0,0,2.0,1,False,other
"Women Tan, Off White, Brown Sports Sandal",4.2,Women,Flipkart,1199,64.0,10.0,34.0,18.0,4.0,2,5.0,0,False,sandal
Men Green Sandal,3.4,Men,Flipkart,646,6606.0,0.0,3878.0,1454.0,686.0,70,1668.0,1,False,sandal
Bellies For Women  (Black),4.0,Women,Flipkart,999,21.0,2.0,11.0,5.0,2.0,0,3.0,0,False,bellie
Combo Pack of 2 Latest Collection Stylish casual Sports Sneakers For Men  (Multicolor),3.9,Men,Flipkart,998,1654.0,205.0,877.0,257.0,184.0,135,201.0,1,True,sneaker
Casual Sneakers Shoes For Men Sneakers For Men  (White),3.8,Men,Flipkart,999,311.0,47.0,170.0,30.0,40.0,24,47.0,1,False,sneaker
Flip Flops,4.1,Women,Flipkart,779,41.0,9.0,11.0,17.0,5.0,4,3.0,1,False,flip
DREAM Running Shoes For Women  (Navy),4.3,Women,Flipkart,1199,188.0,29.0,105.0,54.0,14.0,10,5.0,1,False,shoe
Women Black Heels Sandal,3.7,Women,Flipkart,1499,9618.0,1338.0,3999.0,2197.0,1451.0,745,1226.0,1,False,sandal
ROYCE-2 Running Shoes For Men  (Blue),4.2,Men,Flipkart,1049,49127.0,7251.0,27282.0,11921.0,4925.0,1872,3127.0,1,False,shoe
"Top Rated,Training Shoes,Walking Shoes,Gym Shoes ,Sports Shoes, Running Shoes For Men,Cricket Shoes,Hocket Shoes,Vollyboll Shoes,Hiking Shoes,Casual Shoes,Football Shoes, Badminton Shoes,Basketball Shoes,Gym Shoes, Trekking Shoes,Juta, Tennis Shoe, Light Weight Comfortable Shoes For Men'S/Boy'S Canvas Shoes For Men  (Blue)",3.7,Men,Flipkart,499,20341.0,2276.0,9797.0,3043.0,2598.0,1521,3382.0,1,False,shoe
Slippers,4.3,Women,Flipkart,335,4626.0,631.0,2636.0,1163.0,455.0,147,224.0,0,False,slipper
Agile t1 NM Wn s IDP Walking Shoes For Women  (Purple),4.0,Women,Flipkart,3999,118.0,16.0,47.0,43.0,11.0,10,7.0,1,False,shoe
Men Brown Casual Sandal,3.8,Men,Flipkart,999,836.0,96.0,398.0,157.0,127.0,58,96.0,1,False,sandal
Women Pink Flats Sandal,4.0,Women,Flipkart,999,577.0,60.0,314.0,117.0,55.0,36,55.0,1,False,sandal
flip-flops slipper for men Flip Flops,4.0,Men,Flipkart,599,3616.0,299.0,2155.0,441.0,352.0,206,462.0,1,False,flip
Running Shoes For Men  (Red),3.9,Men,Flipkart,999,5135.0,545.0,2689.0,781.0,594.0,351,720.0,1,False,shoe
Women Purple Heels Sandal,3.7,Women,Flipkart,599,186.0,23.0,84.0,32.0,28.0,14,28.0,0,False,sandal
Women Black Heels Sandal,4.0,Women,Flipkart,799,146.0,13.0,81.0,24.0,9.0,9,19.0,0,False,sandal
Extra Soft Walking Shoes For Women  (Black),4.3,Women,Flipkart,999,181.0,29.0,116.0,31.0,17.0,6,11.0,1,False,shoe
Women Black Flats Sandal,4.1,Women,Flipkart,499,90.0,14.0,49.0,22.0,6.0,6,7.0,1,False,sandal
Women Beige Wedges Sandal,4.1,Women,Flipkart,499,267.0,53.0,137.0,64.0,38.0,9,19.0,0,False,sandal
ATHLEO Sports Running Shoes For Women  (Navy),4.1,Women,Flipkart,999,297.0,25.0,151.0,85.0,26.0,14,21.0,1,False,shoe
Stylish 98 Pigment Blue Loafers and Mocassins (Casual Shoes) Loafers For Men  (Blue),3.9,Men,Flipkart,499,20286.0,2801.0,10105.0,3563.0,2775.0,1325,2518.0,1,False,shoe
Loafers For Men  (Blue),4.0,Men,Flipkart,999,3853.0,459.0,2087.0,700.0,449.0,223,394.0,0,False,other
Women Tan Flats Sandal,4.2,Women,Flipkart,999,284.0,46.0,150.0,76.0,34.0,9,12.0,0,False,sandal
Go Run Focus Running Shoes For Men  (Grey),4.2,Men,Flipkart,5299,0.0,0.0,207.0,119.0,37.0,17,34.0,1,False,shoe
Slip On For Men  (Tan),3.6,Men,Flipkart,1299,10.0,1.0,6.0,0.0,1.0,0,3.0,0,False,other
GEL CONTEND 4B+ Running Shoes For Men  (Grey),4.2,Men,Flipkart,3499,0.0,0.0,2154.0,684.0,325.0,122,237.0,1,False,shoe
Women white Bellies Bellies For Women  (White),3.9,Women,Flipkart,699,2096.0,277.0,987.0,455.0,302.0,150,202.0,0,False,bellie
Women Brown Bellies Sandal,4.0,Women,Flipkart,999,2768.0,458.0,1270.0,794.0,371.0,132,201.0,1,False,sandal
Jaipuri Jutis For Women  (Multicolor),3.5,Women,Flipkart,699,20.0,3.0,7.0,3.0,6.0,0,4.0,0,False,juti
Slippers,3.9,Women,Flipkart,599,395.0,50.0,188.0,83.0,65.0,28,31.0,0,False,slipper
Men Black Sandal,4.0,Men,Flipkart,799,1274.0,221.0,592.0,362.0,143.0,72,105.0,0,False,sandal
Women's Classic Flower Print Jutis Jutis For Women  (Pink),4.1,Women,Flipkart,790,561.0,63.0,287.0,150.0,66.0,27,31.0,0,False,juti
Girls Stylish Cut Work Design Sneakers For Women  (White),4.0,Women,Flipkart,499,1573.0,203.0,788.0,342.0,227.0,91,132.0,1,False,sneaker
Women Multicolor Flats Sandal,4.2,Women,Flipkart,999,888.0,159.0,510.0,185.0,79.0,51,63.0,1,False,sandal
Slippers,3.9,Women,Flipkart,499,177.0,0.0,98.0,50.0,15.0,9,26.0,0,False,slipper
Latest Collection of Boots For Womens and girls Boots For Women  (Tan),4.1,Women,Flipkart,999,72.0,16.0,42.0,14.0,4.0,7,5.0,0,False,boot
"Women's Jutis Mojri for Daily Use, Casual Look Easy Walking and Comfortable Wear(Black) Bellies For Women  (Black)",4.2,Women,Flipkart,599,43.0,7.0,25.0,7.0,4.0,0,3.0,0,False,juti
Casual For Men  (Black),3.9,Men,Flipkart,3995,1005.0,115.0,513.0,197.0,99.0,44,152.0,1,False,casual
Women Blue Flats Sandal,4.0,Women,Flipkart,820,7138.0,857.0,6001.0,1303.0,597.0,361,898.0,1,False,sandal
SKYLAR Bellies For Women  (Brown),3.8,Women,Flipkart,999,167.0,22.0,83.0,29.0,16.0,16,23.0,0,False,bellie
Women Grey Wedges Sandal,3.9,Women,Flipkart,999,1242.0,181.0,552.0,352.0,168.0,58,112.0,1,False,sandal
Slippers,3.7,Women,Flipkart,549,47.0,9.0,20.0,9.0,10.0,0,8.0,0,False,slipper
Women Black Flats Sandal,4.2,Women,Flipkart,999,530.0,69.0,317.0,101.0,55.0,22,37.0,1,False,sandal
Bellies For Women(Blue Stone) Bellies For Women  (Blue),4.1,Women,Flipkart,1289,2273.0,286.0,1204.0,489.0,269.0,128,183.0,0,False,bellie
"Running,Walking, Sports, Gym & Fitness Shoes for Girls Sneakers For Women  (Pink)",4.2,Women,Flipkart,999,1604.0,215.0,880.0,353.0,197.0,86,88.0,0,False,sneaker
Walking Shoes For Men  (White),3.7,Men,Flipkart,999,3444.0,424.0,1613.0,584.0,488.0,259,500.0,0,False,shoe
Women Multicolor Flats Sandal,4.1,Women,Flipkart,550,596.0,82.0,296.0,159.0,58.0,34,46.0,1,False,sandal
Casuals For Men  (Brown),4.3,Men,Flipkart,3395,846.0,105.0,534.0,156.0,66.0,28,62.0,1,False,casual
"88 Running Shoes For Women  (Purple, Pink)",4.3,Women,Flipkart,999,5646.0,828.0,3019.0,1729.0,529.0,151,218.0,1,False,shoe
Women Brown Wedges Sandal,4.2,Women,Flipkart,999,1797.0,232.0,1000.0,413.0,205.0,83,96.0,1,False,sandal
Women Black Wedges Sandal,3.3,Men,Flipkart,449,0.0,0.0,85.0,15.0,20.0,14,36.0,0,False,sandal
Black Silk Sharwani Jutti Jutis For Men  (Black),3.7,Men,Flipkart,699,10.0,0.0,6.0,0.0,1.0,1,2.0,0,False,juti
Women Off White Wedges Sandal,4.2,Women,Flipkart,799,0.0,0.0,373.0,151.0,82.0,32,37.0,1,False,sandal
Women Grey Heels Sandal,3.7,Women,Flipkart,999,75.0,10.0,32.0,16.0,7.0,12,8.0,0,False,sandal
Running Shoes For Men  (Orange),3.9,Men,Flipkart,999,357.0,60.0,187.0,64.0,41.0,23,42.0,1,False,shoe
Women Black Wedges Sandal,3.9,Women,Flipkart,999,41.0,4.0,20.0,8.0,4.0,8,2.0,0,False,sandal
Bellies For Women  (Blue),3.9,Women,Flipkart,417,895.0,111.0,506.0,32.0,99.0,66,89.0,1,False,bellie
"Mesh Running Shoes ,Cricket Shoes , Badminton Shoes , Volly Ball Shoes , Sports Shoes For Mens And Boys? Running Shoes For Men Canvas Shoes For Men Walking Shoes For Men Running Shoes For Men  (Black)",3.6,Men,Flipkart,999,659.0,64.0,313.0,69.0,93.0,45,139.0,1,False,shoe
Mens Ethnic Maroon Velvet Jutti Mojaris For Men  (Maroon),4.0,Men,Flipkart,499,149.0,11.0,76.0,24.0,29.0,7,13.0,0,False,mojaris
JESSICA Running Shoes For Women  (Blue),4.2,Women,Flipkart,770,531.0,75.0,242.0,141.0,31.0,20,40.0,1,False,shoe
Women Blue Flats Sandal,4.2,Women,Flipkart,999,107.0,16.0,63.0,23.0,11.0,3,7.0,1,False,sandal
Women Off White Wedges Sandal,4.2,Women,Flipkart,999,1797.0,232.0,1000.0,413.0,205.0,83,96.0,0,False,sandal
Women Beige Heels Sandal,3.9,Women,Flipkart,499,476.0,73.0,245.0,86.0,66.0,30,49.0,0,False,sandal
Running Shoes For Men  (Red),4.0,Men,Flipkart,999,13206.0,1771.0,6489.0,2910.0,1857.0,734,1216.0,1,False,shoe
Running Shoes For Women  (Pink),3.9,Women,Flipkart,1523,87.0,7.0,14.0,19.0,13.0,5,11.0,1,False,shoe
ALESO Running Shoes For Men  (Black),4.5,Men,Flipkart,2499,37.0,3.0,25.0,7.0,4.0,0,1.0,1,False,shoe
Jutis For Women  (White),3.9,Women,Flipkart,499,297.0,58.0,146.0,62.0,34.0,20,35.0,0,False,juti
Women Black Flats Sandal,4.0,Women,Flipkart,999,1609.0,210.0,744.0,433.0,223.0,81,128.0,1,False,sandal
Women Maroon Heels Sandal,4.3,Women,Flipkart,1499,8.0,2.0,4.0,2.0,2.0,0,0.0,0,False,sandal
Combo-(2)-1044-993 Sneakers For Women  (Multicolor),4.0,Women,Flipkart,998,1097.0,185.0,549.0,230.0,187.0,54,77.0,1,True,sneaker
Downshifter 10 Running Shoes For Men  (Blue),4.3,Men,Flipkart,3995,1059.0,190.0,654.0,236.0,77.0,26,66.0,1,False,shoe
"Creta-12 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (White, White)",4.1,Men,Flipkart,1299,4112.0,624.0,2231.0,845.0,431.0,221,384.0,1,False,shoe
Women Grey Sports Sandal,4.0,Women,Flipkart,1899,7.0,1.0,4.0,1.0,1.0,0,1.0,0,False,sandal
"Men's Tan Height Increasing Faux Leather Jutti, Nagra And Mojari Jutis For Men  (Tan)",3.7,Men,Flipkart,2999,22.0,5.0,11.0,1.0,5.0,3,2.0,1,False,juti
Mens Casuals Shoes for boys (Tan) Mocassin For Men  (Tan),3.5,Men,Flipkart,999,26.0,4.0,9.0,6.0,3.0,5,3.0,0,False,shoe
Women Maroon Bellies Sandal,4.0,Women,Flipkart,999,185.0,21.0,89.0,44.0,28.0,9,15.0,0,False,sandal
VL COURT 2.0 Sneakers For Women  (Pink),4.1,Women,Flipkart,4999,99.0,10.0,52.0,26.0,11.0,3,7.0,1,False,sneaker
Bow & Braids Bellies For Women  (Black),4.0,Women,Flipkart,999,1013.0,178.0,488.0,246.0,149.0,52,78.0,1,False,bellie
Boots For Women  (Black),4.5,Women,Flipkart,999,53.0,8.0,37.0,10.0,5.0,0,2.0,0,False,boot
Casuals For Men  (Brown),4.8,Men,Flipkart,3999,9.0,2.0,7.0,2.0,0.0,0,0.0,1,False,casual
"Latest Collection Stylish Casual, Canvas, Walking Lace-Ups Loafers Partywear Sneakers For Men Canvas Shoes For Men  (Black)",3.7,Men,Flipkart,799,0.0,0.0,32.0,16.0,4.0,3,9.0,0,False,sneaker
Running Shoes For Men Running Shoes For Men  (Red),3.8,Men,Flipkart,1299,13332.0,1590.0,6512.0,2486.0,1832.0,820,1682.0,1,False,shoe
Flip Flops,4.4,Women,Flipkart,2995,157.0,15.0,98.0,40.0,8.0,3,8.0,1,False,flip
Slip On Sneakers For Men  (Red),3.9,Men,Flipkart,999,9455.0,1360.0,4664.0,1945.0,1284.0,584,978.0,1,False,sneaker
CORPORATE Slip On For Men  (Tan),3.3,Men,Flipkart,2199,19.0,5.0,3.0,8.0,3.0,1,4.0,0,False,other
Women Black Wedges Sandal,4.2,Women,Flipkart,999,620.0,91.0,347.0,132.0,74.0,27,40.0,1,False,sandal
Men Black Flats Sandal,3.7,Men,Flipkart,2299,42.0,4.0,20.0,6.0,5.0,4,7.0,1,False,sandal
Boots For Women  (Beige),4.0,Women,Flipkart,650,67.0,7.0,34.0,16.0,6.0,2,9.0,0,False,boot
Walking Shoes For Women  (Pink),4.4,Men,Flipkart,3295,376.0,0.0,136.0,92.0,19.0,4,21.0,1,False,shoe
"Bxxy Men's Faux Leather Jutti's, Nagra's and Mojari's Jutis For Men  (Red)",3.9,Men,Flipkart,923,238.0,27.0,63.0,52.0,25.0,21,27.0,1,False,juti
Slip On For Men  (Black),4.1,Men,Flipkart,999,0.0,0.0,1658.0,837.0,388.0,161,272.0,0,False,other
Women Multicolor Flats Sandal,4.0,Women,Flipkart,999,5023.0,770.0,2649.0,911.0,656.0,311,496.0,0,False,sandal
Solwin Light Weight Casual Sneakers for Men,2.7,Men,Amazon,499,14.0,6.0,36.0,16.0,16.0,10,22.0,0,False,sneaker
Champion Arni -101 Grn Sports & Runnig Shoes for Men Slip on Shoes Running Shoes For Men  (Green),3.6,Men,Flipkart,499,18.0,1.0,8.0,3.0,2.0,1,4.0,0,False,shoe
High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,999,3.0,1.0,2.0,1.0,0.0,0,0.0,1,False,sneaker
Mojaris For Women  (Beige),3.3,Women,Flipkart,1699,3.0,1.0,1.0,1.0,0.0,0,1.0,1,False,mojaris
